row_id,region,cluster_id,instance_type,deploy_channel,os_image,cpu_util,mem_pressure,disk_latency_ms,request_rate_rps,error_rate_pct,queue_depth,cache_hit_ratio,node_age_days,power_draw_watts,incident,split
11819,ap-south,ap-south-c10,c6i.xlarge,stable,debian-12-v1,0.4666,0.5098,5.026,1107.6,0.6825,25,0.8814,140.1,379.63,0,train
11820,us-west,us-west-c08,t3.large,beta,ubuntu-24.04-v2,0.6648,0.4012,8.087,81.65,0.6515,0,0.8818,808.3,272.24,0,val
11821,eu-central,eu-central-c08,c6i.xlarge,stable,ubuntu-22.04-v1,0.8078,0.7906,17.001,144.29,1.2477,7,0.8748,218.4,364.99,0,train
11822,eu-central,eu-central-c08,m6i.large,stable,al2023-v1,0.9452,0.7326,10.911,1333.87,0.9403,5,0.782,869.3,401.39,0,train
11823,eu-central,eu-central-c05,t3.large,stable,debian-12-v2,0.4657,0.2876,21.539,128.48,0.9836,4,0.9548,152.1,264.32,0,val
11824,ap-south,ap-south-c21,c6i.xlarge,stable,ubuntu-22.04-v1,0.6503,0.4483,5.854,184.16,1.0022,5,0.7849,101.5,319.21,0,train
11825,ap-northeast,ap-northeast-c10,m6i.large,stable,ubuntu-24.04-v3,0.4844,0.1497,11.845,498.6,1.3116,5,0.8772,1126.8,299.24,0,test
11826,eu-central,eu-central-c05,m6i.large,stable,debian-12-v1,0.8491,0.5537,12.59,873.17,1.4927,9,0.8802,306.9,371.66,0,test
11827,eu-central,eu-central-c07,c6i.xlarge,stable,ubuntu-22.04-v3,0.3924,0.3576,5.656,92.43,0.7937,6,0.871,173.1,266.82,0,test
11828,us-east,us-east-c22,c6i.xlarge,stable,debian-12-v3,0.613,0.597,10.152,784.32,0.4118,14,0.6726,803.1,392.14,0,train
11829,us-west,us-west-c03,m6i.2xlarge,stable,ubuntu-22.04-v2,0.5295,0.5821,14.076,514.96,0.5567,13,0.6451,397.8,334.66,0,test
11830,ap-south,ap-south-c12,c6i.xlarge,beta,al2023-v1,0.7084,0.3422,5.389,1175.34,0.1551,10,0.9345,261.9,394.9,0,train
11831,eu-central,eu-central-c05,c6i.xlarge,stable,debian-12-v2,0.8782,0.8005,8.334,633.71,1.1657,5,0.7271,258.5,371.32,0,train
11832,ca-central,ca-central-c06,m6i.large,stable,ubuntu-24.04-v1,0.4405,0.4628,9.179,70.6,0.375,2,0.8692,993.5,274.85,0,test
11833,af-south,af-south-c06,r6i.2xlarge,stable,ubuntu-24.04-v1,0.7334,0.6138,10.097,570.34,1.0691,6,0.8371,229.8,368.23,0,test
11834,ap-south,ap-south-c02,m6i.2xlarge,stable,debian-12-v3,0.2383,0.2612,7.214,98.95,0.763,6,0.8808,183.9,300.74,0,val
11835,us-east,us-east-c14,m6i.large,stable,ubuntu-24.04-v3,0.7494,0.6756,10.783,1009.42,0.8368,12,0.7845,1163.1,382.62,0,train
11836,us-east,us-east-c05,c6i.xlarge,stable,al2023-v3,0.753,0.9019,8.012,96.72,0.9357,11,0.9204,87.3,374.35,0,train
11837,sa-east,sa-east-c07,c6i.xlarge,stable,debian-12-v2,0.3488,0.353,6.832,106.54,0.374,2,0.8626,85.6,243.99,0,train
11838,ap-south,ap-south-c16,r6i.2xlarge,canary,debian-12-v3,0.5392,0.4681,5.254,102.14,0.3481,9,0.9753,156.7,348.26,0,train
11839,af-south,af-south-c06,m6i.large,stable,debian-12-v1,0.5029,0.2409,7.364,120.28,1.1875,4,0.907,156.1,287.53,0,val
11840,ap-south,ap-south-c10,c6i.xlarge,stable,debian-12-v3,0.4571,0.311,9.872,122.72,0.1497,7,0.9835,83.9,285.53,0,train
11841,eu-west,eu-west-c01,c6i.xlarge,stable,ubuntu-22.04-v3,0.4587,0.2952,10.328,730.94,3.6371,17,0.9294,1085.6,331.19,0,train
11842,ca-central,ca-central-c10,r6i.2xlarge,stable,ubuntu-24.04-v3,0.7101,0.4501,4.628,757.85,0.645,6,0.8251,464.4,376.15,0,train
11843,ca-central,ca-central-c10,c6i.xlarge,beta,ubuntu-24.04-v2,0.5243,0.5393,9.19,141.65,0.1561,19,0.9939,695.9,346.59,0,val
11844,eu-central,eu-central-c05,t3.large,stable,al2023-v2,0.5218,0.4521,7.246,352.61,0.4699,9,0.8434,108.5,284.05,0,train
11845,us-east,us-east-c04,t3.large,stable,debian-12-v2,0.6969,0.6661,15.808,84.41,0.6209,8,0.9888,857.9,301.87,0,train
11846,af-south,af-south-c08,c6i.4xlarge,canary,ubuntu-22.04-v2,0.6369,0.7549,12.635,90.34,0.6489,12,0.947,88.8,349.02,0,train
11847,ap-northeast,ap-northeast-c09,c6i.xlarge,stable,ubuntu-24.04-v2,0.5295,0.3488,4.742,119.83,0.3776,5,0.7063,13.3,285.35,0,train
11848,sa-east,sa-east-c03,r6i.2xlarge,canary,al2023-v2,0.6754,0.6509,7.461,536.81,0.074,12,0.8216,186.7,351.55,0,test
11849,us-east,us-east-c15,m6i.large,canary,ubuntu-22.04-v2,0.571,0.357,5.938,884.59,0.9041,22,0.9786,76.1,367.08,0,test
11850,me-central,me-central-c02,c6i.xlarge,stable,ubuntu-22.04-v3,0.3382,0.3376,5.124,154.8,0.8935,6,0.8833,1315.5,268.26,0,test
11851,ca-central,ca-central-c09,r6i.2xlarge,stable,ubuntu-24.04-v2,0.446,0.3372,3.811,742.92,0.0296,7,0.9713,55.5,325.31,0,test
11852,ap-northeast,ap-northeast-c12,m6i.2xlarge,stable,ubuntu-22.04-v2,0.5998,0.4949,7.612,142.31,1.8873,7,0.9062,220.6,337.98,0,test
11853,us-west,us-west-c09,r6i.2xlarge,beta,al2023-v3,0.393,0.3488,7.781,524.13,0.7435,8,0.8601,866.6,336.94,0,train
11854,us-east,us-east-c21,c6i.xlarge,beta,ubuntu-22.04-v2,0.757,0.5681,13.315,1259.87,0.8239,24,0.9341,99.0,440.78,1,train
11855,us-west,us-west-c06,m6i.large,beta,debian-12-v1,0.3671,0.2235,4.818,446.47,0.0466,2,0.7934,175.1,246.77,0,train
11856,ap-northeast,ap-northeast-c01,c6i.xlarge,stable,ubuntu-22.04-v1,0.2362,0.2104,3.958,95.25,0.1378,13,0.9875,45.9,276.12,0,test
11857,sa-east,sa-east-c07,r6i.2xlarge,beta,ubuntu-24.04-v3,0.5036,0.3879,15.794,130.42,1.2906,8,0.9129,176.0,340.47,1,test
11858,us-east,us-east-c01,m6i.2xlarge,canary,debian-12-v3,0.4116,0.3942,14.372,196.17,0.9186,12,0.9077,38.9,312.18,1,train
11859,me-central,me-central-c03,m6i.2xlarge,beta,ubuntu-22.04-v3,0.4712,0.3829,7.258,140.67,0.0927,4,0.9676,86.9,308.47,0,val
11860,me-central,me-central-c02,r6i.2xlarge,stable,ubuntu-24.04-v1,0.7779,0.6955,10.942,893.98,1.8893,13,0.774,1247.9,428.38,0,val
11861,sa-east,sa-east-c11,m6i.2xlarge,stable,al2023-v1,0.2493,0.3357,14.202,178.04,0.3156,13,0.9298,201.3,294.28,0,test
11862,us-east,us-east-c19,t3.large,stable,al2023-v3,0.3293,0.2323,10.404,464.07,0.1441,9,0.8918,928.2,264.4,1,train
11863,eu-west,eu-west-c25,m6i.2xlarge,stable,debian-12-v3,0.8625,0.6497,11.473,1506.66,0.8347,18,0.8717,226.2,459.69,1,train
11864,eu-west,eu-west-c25,m6i.large,stable,ubuntu-22.04-v2,0.6677,0.4327,8.886,749.02,0.0053,7,0.9443,154.0,364.51,0,train
11865,ap-northeast,ap-northeast-c12,c6i.xlarge,stable,ubuntu-22.04-v3,0.6873,0.3001,14.151,965.88,1.7908,10,0.9531,1040.1,390.89,0,train
11866,ap-south,ap-south-c08,m6i.2xlarge,canary,ubuntu-22.04-v2,0.3094,0.1098,6.568,87.45,0.034,1,0.8063,1205.6,249.93,0,test
11867,ap-northeast,ap-northeast-c02,c6i.xlarge,stable,ubuntu-24.04-v2,0.2559,0.2454,21.683,722.26,0.02,23,0.9215,1233.9,340.86,0,val
11868,eu-west,eu-west-c23,r6i.2xlarge,stable,al2023-v2,0.5177,0.4774,8.174,127.9,0.2213,6,0.915,138.9,322.86,0,train
11869,ap-south,ap-south-c08,m6i.large,stable,ubuntu-22.04-v1,0.9415,0.853,6.66,1265.32,0.0503,10,0.8606,196.5,411.95,1,test
11870,us-west,us-west-c06,r6i.2xlarge,beta,ubuntu-24.04-v1,0.7765,0.4399,1.398,919.76,0.1739,7,0.93,33.6,379.43,0,train
11871,us-west,us-west-c06,m6i.large,canary,debian-12-v3,0.8082,0.7538,56.692,1129.0,2.5339,17,0.8604,1463.2,385.41,1,test
11872,us-west,us-west-c06,m6i.2xlarge,stable,debian-12-v1,0.6749,0.6009,5.256,768.91,0.1983,25,0.9517,164.1,442.43,0,test
11873,eu-central,eu-central-c01,c6i.xlarge,stable,ubuntu-24.04-v2,0.3059,0.4658,8.269,137.07,0.0577,9,0.9211,989.8,252.8,0,test
11874,eu-west,eu-west-c22,r6i.2xlarge,stable,ubuntu-24.04-v3,0.8859,0.6811,5.357,488.47,1.5002,9,0.9987,109.6,403.84,1,test
11875,us-east,us-east-c15,c6i.xlarge,stable,ubuntu-24.04-v2,0.5024,0.3853,7.467,485.43,0.716,11,0.724,950.2,282.72,0,train
11876,ap-northeast,ap-northeast-c03,m6i.2xlarge,stable,debian-12-v1,0.4544,0.3537,4.39,68.15,2.2948,1,0.8609,121.8,321.86,0,val
11877,ca-central,ca-central-c02,t3.large,canary,ubuntu-22.04-v3,0.5719,0.6945,6.069,35.55,2.2069,2,0.9612,122.6,278.73,1,val
11878,me-central,me-central-c02,r6i.2xlarge,stable,al2023-v2,0.5114,0.6321,17.686,930.41,0.2118,33,0.9108,135.4,445.15,0,train
11879,us-east,us-east-c21,t3.large,stable,debian-12-v3,0.5588,0.4638,8.102,112.56,0.0544,7,0.9892,902.3,292.97,0,train
11880,us-west,us-west-c10,c6i.xlarge,stable,ubuntu-22.04-v2,0.5919,0.6273,7.318,102.41,0.0002,7,0.9729,130.3,273.17,0,train
11881,us-east,us-east-c26,c6i.4xlarge,stable,ubuntu-22.04-v2,0.6726,0.4534,6.079,145.79,5.4341,4,0.854,160.0,345.89,0,train
11882,ap-south,ap-south-c12,c6i.xlarge,beta,debian-12-v3,0.481,0.51,7.2,135.37,0.4524,9,0.9288,193.5,282.73,0,train
11883,sa-east,sa-east-c00,r6i.2xlarge,beta,ubuntu-22.04-v2,0.8431,0.8105,13.069,900.26,0.1229,19,0.8493,1169.0,432.98,1,train
11884,us-east,us-east-c21,r6i.2xlarge,beta,ubuntu-22.04-v1,0.5491,0.4935,4.931,600.8,0.3016,21,0.9436,398.7,407.15,0,train
11885,us-east,us-east-c05,c6i.xlarge,beta,ubuntu-22.04-v2,0.5636,0.4527,12.101,360.05,0.0585,4,0.9336,271.3,313.11,0,train
11886,ap-northeast,ap-northeast-c12,c6i.4xlarge,stable,al2023-v2,0.6215,0.2889,5.891,300.69,0.8731,2,0.7933,417.2,361.45,0,val
11887,us-west,us-west-c06,t3.large,stable,al2023-v2,0.4558,0.147,5.507,181.26,0.2505,3,0.8081,1191.2,265.72,0,val
11888,sa-east,sa-east-c00,c6i.xlarge,stable,al2023-v2,0.6672,0.5642,5.072,124.66,0.0105,5,0.9394,295.6,318.19,0,test
11889,us-east,us-east-c21,t3.large,canary,debian-12-v2,0.3814,0.533,9.759,97.02,0.0273,10,0.9754,84.5,264.28,0,train
11890,me-central,me-central-c02,c6i.xlarge,stable,debian-12-v2,0.8366,0.7529,6.379,1249.0,0.4544,13,0.9109,108.7,431.32,0,test
11891,sa-east,sa-east-c11,m6i.2xlarge,stable,ubuntu-22.04-v2,0.6024,0.3969,7.515,396.46,0.7009,10,0.9978,153.6,367.51,0,test
11892,me-central,me-central-c06,c6i.xlarge,stable,debian-12-v2,0.5696,0.495,3.528,522.27,0.2894,4,0.9331,1045.7,332.5,0,train
11893,ap-northeast,ap-northeast-c12,c6i.4xlarge,canary,ubuntu-22.04-v1,0.1885,0.3513,4.489,78.39,0.1419,10,0.8077,124.5,304.21,0,val
11894,ap-northeast,ap-northeast-c10,c6i.4xlarge,stable,debian-12-v1,0.3771,0.4753,15.176,96.19,0.1595,7,0.9015,536.2,288.64,0,val
11895,ca-central,ca-central-c13,c6i.xlarge,stable,ubuntu-22.04-v2,0.7937,0.964,8.174,82.96,0.1961,8,0.8433,328.5,323.94,0,train
11896,eu-central,eu-central-c05,m6i.2xlarge,beta,debian-12-v1,0.8139,0.8157,10.672,631.47,0.5498,18,0.9409,255.8,411.3,0,train
11897,us-east,us-east-c07,m6i.large,canary,ubuntu-24.04-v1,0.2755,0.2507,13.055,185.13,1.7399,8,0.8123,124.7,252.35,1,train
11898,ap-south,ap-south-c12,r6i.2xlarge,stable,debian-12-v2,0.7832,0.5095,5.52,1031.87,1.0765,12,0.9542,143.7,427.05,0,train
11899,eu-central,eu-central-c12,t3.large,beta,al2023-v2,0.3166,0.3822,3.822,126.22,0.2297,9,0.8011,1213.3,239.69,0,train
11900,ca-central,ca-central-c06,m6i.large,stable,ubuntu-24.04-v3,0.7225,0.5025,8.363,1359.85,0.7157,19,0.9165,249.7,385.82,0,val
11901,eu-west,eu-west-c19,r6i.2xlarge,beta,ubuntu-22.04-v3,0.6256,0.5999,2.406,157.51,0.7708,4,0.8049,350.1,345.95,0,train
11902,us-west,us-west-c09,m6i.large,beta,ubuntu-22.04-v2,0.6871,0.3503,6.063,884.82,0.1431,11,0.9414,205.5,360.31,0,test
11903,eu-central,eu-central-c12,m6i.2xlarge,stable,debian-12-v2,0.5972,0.4492,3.105,119.77,0.131,3,0.9529,76.8,326.89,0,test
11904,us-west,us-west-c06,c6i.4xlarge,beta,ubuntu-24.04-v3,0.4778,0.381,18.142,584.24,0.1275,11,0.962,735.9,365.19,0,train
11905,ap-northeast,ap-northeast-c12,c6i.xlarge,stable,ubuntu-22.04-v2,0.2848,0.1462,10.393,635.39,0.095,5,0.7466,185.3,312.89,0,train
11906,me-central,me-central-c02,c6i.xlarge,stable,ubuntu-24.04-v3,0.4326,0.5464,9.523,124.33,0.3451,6,0.8276,874.3,317.48,0,train
11907,us-west,us-west-c06,c6i.xlarge,stable,ubuntu-24.04-v2,0.4267,0.4606,5.623,350.13,0.2123,10,0.9679,1014.7,323.67,0,train
11908,us-east,us-east-c19,m6i.large,beta,ubuntu-24.04-v3,0.4672,0.3923,9.316,67.72,1.4515,4,0.9451,148.1,257.58,0,train
11909,ca-central,ca-central-c13,t3.large,stable,ubuntu-22.04-v3,0.4485,0.424,6.592,386.45,0.0097,5,0.779,95.7,255.47,0,val
11910,us-west,us-west-c06,m6i.2xlarge,beta,al2023-v2,0.4273,0.3344,9.427,197.87,0.2704,7,0.7927,844.5,307.65,0,val
11911,eu-central,eu-central-c01,r6i.2xlarge,stable,debian-12-v2,0.6267,0.3149,12.752,258.25,2.3362,9,0.903,89.6,361.56,1,test
11912,us-east,us-east-c22,m6i.2xlarge,beta,ubuntu-24.04-v2,0.502,0.4178,5.418,672.05,0.256,15,0.9937,818.7,368.44,0,train
11913,me-central,me-central-c02,m6i.2xlarge,stable,debian-12-v2,0.6797,0.6259,5.367,101.34,0.4962,4,0.9878,503.8,315.95,0,train
11914,me-central,me-central-c03,m6i.large,stable,ubuntu-24.04-v1,0.6721,0.5133,9.441,177.57,2.6258,4,0.7519,612.7,300.09,1,train
11915,ca-central,ca-central-c03,c6i.4xlarge,beta,al2023-v3,0.7806,0.6914,13.114,198.24,0.7489,11,0.9663,254.5,419.9,0,train
11916,ap-northeast,ap-northeast-c12,r6i.2xlarge,stable,debian-12-v1,0.7514,0.6457,4.367,354.0,0.0973,6,0.9057,162.1,376.08,0,train
11917,ap-south,ap-south-c09,c6i.xlarge,stable,al2023-v3,0.5785,0.4798,8.563,97.62,1.2587,7,0.9724,66.1,332.49,0,train
11918,ap-northeast,ap-northeast-c10,c6i.xlarge,stable,ubuntu-22.04-v2,0.4058,0.4297,20.955,85.74,0.2481,10,0.9649,864.8,306.21,1,train
11919,us-west,us-west-c06,c6i.xlarge,stable,debian-12-v3,0.4159,0.4478,9.917,120.12,0.0346,13,0.8501,55.7,294.11,0,train
11920,eu-central,eu-central-c10,m6i.2xlarge,beta,ubuntu-24.04-v1,0.2317,0.3516,4.492,170.55,0.0266,12,0.7739,445.6,273.19,0,train
11921,eu-west,eu-west-c10,r6i.2xlarge,beta,debian-12-v1,0.4032,0.4939,3.937,146.26,0.2356,8,0.9784,103.7,297.97,0,val
11922,eu-central,eu-central-c03,m6i.large,beta,ubuntu-22.04-v1,0.5104,0.2675,8.925,637.78,0.5683,6,0.8076,225.2,316.5,0,val
11923,us-west,us-west-c06,m6i.large,stable,al2023-v2,0.5394,0.3136,20.285,888.62,1.1434,20,0.9134,87.7,355.39,0,train
11924,us-west,us-west-c05,m6i.2xlarge,canary,debian-12-v1,0.7055,0.4205,5.509,589.63,0.7916,3,0.9863,772.2,328.61,1,train
11925,af-south,af-south-c05,m6i.large,stable,ubuntu-24.04-v3,0.4481,0.2675,3.612,534.77,0.6628,5,0.9282,118.1,287.88,0,train
11926,ap-south,ap-south-c08,t3.large,beta,al2023-v2,0.8158,0.8474,5.772,127.0,0.6075,6,0.9411,105.5,330.71,0,train
11927,us-east,us-east-c15,r6i.2xlarge,stable,debian-12-v3,0.367,0.1435,8.713,103.79,0.3772,0,0.8703,301.9,288.57,0,train
11928,eu-west,eu-west-c19,c6i.xlarge,stable,ubuntu-24.04-v2,0.855,0.4597,3.574,730.81,0.0831,1,0.7929,128.3,326.22,0,val
11929,eu-west,eu-west-c06,m6i.2xlarge,stable,ubuntu-22.04-v2,0.4503,0.2908,12.897,271.12,1.026,9,0.9623,1144.6,331.22,1,test
11930,ap-south,ap-south-c10,c6i.xlarge,stable,ubuntu-24.04-v3,0.5832,0.3248,3.614,163.75,0.6628,6,0.9589,273.2,294.72,0,val
11931,us-east,us-east-c10,m6i.large,stable,al2023-v1,0.5323,0.4951,5.278,415.36,0.0561,11,0.9823,174.1,318.58,0,train
11932,eu-central,eu-central-c01,m6i.large,canary,al2023-v3,0.6508,0.4567,9.81,904.73,0.0757,14,0.9436,321.1,339.77,0,train
11933,ap-northeast,ap-northeast-c00,c6i.xlarge,stable,al2023-v2,0.6696,0.6476,4.995,80.94,0.7824,3,0.8512,73.8,310.32,0,test
11934,eu-west,eu-west-c01,r6i.2xlarge,canary,ubuntu-22.04-v3,0.3035,0.313,7.985,117.4,0.0322,5,0.7201,1001.8,268.77,0,train
11935,sa-east,sa-east-c12,c6i.4xlarge,stable,debian-12-v2,0.597,0.4155,17.09,638.42,0.3814,5,0.7987,837.2,352.95,0,train
11936,us-east,us-east-c26,c6i.4xlarge,stable,ubuntu-22.04-v3,0.4005,0.3922,7.764,863.15,0.0761,19,0.9081,166.5,390.33,0,val
11937,ap-northeast,ap-northeast-c12,m6i.large,stable,al2023-v1,0.7129,0.4015,8.255,605.24,1.0651,2,0.8826,1127.0,333.21,1,val
11938,sa-east,sa-east-c11,m6i.2xlarge,beta,ubuntu-22.04-v3,0.4735,0.2657,23.334,678.79,1.4905,10,0.7515,312.4,335.49,1,train
11939,sa-east,sa-east-c11,t3.large,canary,debian-12-v1,0.6461,0.5384,11.891,441.8,0.6526,5,0.6507,491.2,302.2,1,train
11940,ap-south,ap-south-c12,t3.large,stable,ubuntu-22.04-v2,0.5756,0.4949,3.576,606.14,0.0251,15,0.9336,26.3,327.78,0,train
11941,sa-east,sa-east-c12,m6i.large,stable,ubuntu-22.04-v3,0.6313,0.6133,17.96,129.46,1.1155,11,0.8822,80.9,317.96,0,test
11942,ca-central,ca-central-c11,c6i.4xlarge,stable,ubuntu-22.04-v1,0.6124,0.731,7.794,80.75,0.0203,8,0.9942,61.6,355.02,0,train
11943,us-east,us-east-c26,c6i.xlarge,stable,debian-12-v2,0.7141,0.7047,3.096,678.12,0.0094,7,0.6248,39.9,381.27,1,test
11944,ap-south,ap-south-c12,c6i.4xlarge,stable,debian-12-v2,0.3919,0.5356,6.456,101.54,0.3841,8,0.9376,407.5,333.29,0,test
11945,ap-northeast,ap-northeast-c10,r6i.2xlarge,beta,ubuntu-22.04-v3,0.6217,0.4244,8.815,1162.85,0.2354,12,0.6329,1015.1,387.68,0,train
11946,ca-central,ca-central-c03,m6i.large,stable,al2023-v2,0.769,0.5277,22.203,360.55,0.6676,2,0.9288,125.0,282.69,1,train
11947,eu-west,eu-west-c25,c6i.4xlarge,beta,ubuntu-22.04-v3,0.4838,0.1553,9.832,591.64,2.5376,5,0.9418,191.4,336.79,1,test
11948,us-west,us-west-c06,c6i.4xlarge,stable,debian-12-v1,0.6995,0.5401,23.112,668.88,0.4492,15,0.9691,877.6,422.07,0,train
11949,ap-south,ap-south-c07,t3.large,canary,al2023-v2,0.5041,0.1932,6.889,729.83,0.136,9,0.8777,1190.8,296.51,0,test
11950,ca-central,ca-central-c07,c6i.xlarge,stable,ubuntu-24.04-v3,0.7858,0.5519,9.45,971.77,0.6609,12,0.8537,1194.0,376.24,1,train
11951,ap-south,ap-south-c15,c6i.xlarge,stable,debian-12-v2,0.447,0.5638,12.275,755.99,0.3961,17,0.6879,906.8,356.0,0,train
11952,sa-east,sa-east-c07,m6i.large,stable,ubuntu-24.04-v1,0.5773,0.6543,4.254,78.59,0.0351,1,0.9415,129.5,267.54,0,train
11953,ca-central,ca-central-c06,c6i.xlarge,beta,ubuntu-22.04-v2,0.4862,0.2268,5.398,503.27,0.1388,10,0.9653,980.0,299.28,0,train
11954,eu-west,eu-west-c19,m6i.large,stable,debian-12-v3,0.534,0.454,11.451,480.06,0.1452,7,0.9188,1264.4,331.66,0,test
11955,eu-west,eu-west-c06,c6i.xlarge,stable,ubuntu-22.04-v2,0.5403,0.4154,14.438,112.57,0.0895,9,0.9836,111.8,317.84,0,train
11956,af-south,af-south-c08,r6i.2xlarge,stable,ubuntu-24.04-v1,0.8406,0.8977,18.706,594.32,0.1901,18,0.9064,140.4,422.24,1,train
11957,ap-northeast,ap-northeast-c02,m6i.large,stable,al2023-v1,0.2303,0.2962,8.179,93.48,0.0158,9,0.8598,80.6,227.32,0,train
11958,me-central,me-central-c03,c6i.xlarge,stable,debian-12-v1,0.8462,0.3843,5.259,510.89,1.7355,1,0.9667,298.5,366.69,1,train
11959,eu-west,eu-west-c25,c6i.xlarge,stable,ubuntu-22.04-v1,0.5937,0.448,14.17,147.16,0.3072,3,0.9363,1202.4,297.24,0,train
11960,us-east,us-east-c15,c6i.xlarge,stable,ubuntu-24.04-v3,0.7937,0.7187,2.863,703.11,0.0104,6,0.9242,94.5,320.13,0,train
11961,ap-northeast,ap-northeast-c12,c6i.xlarge,stable,ubuntu-24.04-v2,0.4893,0.3574,4.106,98.94,0.2247,1,0.8789,849.7,254.6,0,train
11962,us-west,us-west-c06,c6i.xlarge,stable,debian-12-v1,0.3726,0.2702,7.833,146.66,0.2321,4,0.7169,197.0,231.69,0,train
11963,ap-northeast,ap-northeast-c12,t3.large,stable,ubuntu-24.04-v2,0.3333,0.1495,10.654,702.81,0.7915,11,0.7566,1288.1,285.98,1,val
11964,us-west,us-west-c06,t3.large,stable,debian-12-v2,0.665,0.2282,8.732,678.38,0.9829,3,0.8947,1037.3,305.17,0,train
11965,us-west,us-west-c06,m6i.2xlarge,stable,debian-12-v2,0.6468,0.6131,7.344,937.42,0.2331,11,0.6853,60.2,379.6,0,test
11966,eu-west,eu-west-c09,c6i.xlarge,canary,al2023-v2,0.3432,0.2601,8.018,1432.16,0.0033,28,0.6445,50.8,370.72,1,val
11967,ca-central,ca-central-c11,t3.large,stable,ubuntu-22.04-v3,0.5862,0.2468,7.473,873.29,1.9252,3,0.8141,118.2,305.27,0,train
11968,ca-central,ca-central-c03,c6i.xlarge,beta,debian-12-v2,0.8794,0.8543,6.772,748.88,0.0225,6,0.858,735.0,395.79,0,train
11969,eu-central,eu-central-c08,m6i.large,stable,ubuntu-22.04-v1,0.7818,0.5982,2.56,814.99,0.069,3,0.9137,68.7,338.79,0,train
11970,ca-central,ca-central-c04,m6i.large,stable,ubuntu-24.04-v2,0.2852,0.1891,5.741,103.6,0.298,6,0.8956,48.3,268.28,0,train
11971,ap-northeast,ap-northeast-c10,r6i.2xlarge,stable,ubuntu-22.04-v2,0.8812,0.4608,7.438,1169.69,0.305,6,0.8264,88.2,409.71,0,val
11972,ap-south,ap-south-c10,t3.large,beta,ubuntu-22.04-v3,0.6896,0.3657,15.748,822.89,1.1632,8,0.9498,1206.5,312.2,1,train
11973,ap-northeast,ap-northeast-c12,c6i.4xlarge,stable,debian-12-v3,0.799,0.6162,6.212,675.39,0.709,6,0.9091,200.1,428.07,0,val
11974,eu-west,eu-west-c25,r6i.2xlarge,stable,al2023-v2,0.5248,0.5141,8.865,136.81,0.1913,4,0.6561,566.2,318.94,0,train
11975,ap-northeast,ap-northeast-c04,c6i.4xlarge,stable,al2023-v3,0.7559,0.3203,9.244,1169.46,0.2099,8,0.7962,900.3,439.51,0,train
11976,sa-east,sa-east-c00,m6i.2xlarge,stable,al2023-v2,0.4982,0.7728,13.687,86.98,0.7503,21,0.9233,44.5,347.59,0,train
11977,eu-central,eu-central-c08,c6i.4xlarge,beta,ubuntu-22.04-v3,0.4328,0.4982,11.05,385.63,0.1136,13,0.9003,273.2,356.45,0,test
11978,ap-south,ap-south-c07,m6i.large,stable,ubuntu-22.04-v2,0.5478,0.4194,10.457,167.68,0.278,14,0.9822,116.2,296.1,0,train
11979,ap-south,ap-south-c08,c6i.xlarge,beta,ubuntu-24.04-v3,0.7259,0.3297,16.703,1111.49,0.0619,11,0.9161,379.8,377.14,0,train
11980,ca-central,ca-central-c06,r6i.2xlarge,stable,ubuntu-24.04-v2,0.4582,0.2079,5.118,1571.93,0.0492,16,0.8283,768.4,387.1,0,val
11981,us-west,us-west-c18,c6i.xlarge,stable,ubuntu-22.04-v3,0.6843,0.367,9.255,172.33,1.7238,7,0.9431,1377.6,324.01,1,train
11982,eu-west,eu-west-c19,c6i.xlarge,beta,al2023-v1,0.6397,0.5713,5.245,154.25,2.2065,6,0.8827,149.4,316.14,1,train
11983,me-central,me-central-c02,t3.large,beta,ubuntu-24.04-v3,0.7346,0.5059,5.129,889.83,0.3775,12,0.9215,171.3,335.55,0,train
11984,me-central,me-central-c02,r6i.2xlarge,stable,ubuntu-22.04-v3,0.6457,0.3376,3.842,173.1,0.054,3,0.975,60.0,345.72,0,test
11985,eu-west,eu-west-c08,r6i.2xlarge,stable,ubuntu-22.04-v2,0.7881,0.7021,4.582,391.18,0.2358,7,0.9909,518.6,391.35,0,train
11986,us-west,us-west-c21,m6i.large,stable,al2023-v1,0.7348,0.5312,6.844,491.66,0.0212,7,0.9611,80.9,349.19,0,train
11987,sa-east,sa-east-c07,m6i.2xlarge,stable,al2023-v1,0.5017,0.4562,15.981,139.34,0.7801,14,0.9054,86.8,345.28,0,train
11988,eu-west,eu-west-c19,m6i.large,stable,ubuntu-24.04-v2,0.2019,0.2977,13.517,157.24,0.1659,13,0.7919,290.3,263.65,0,test
11989,ca-central,ca-central-c06,t3.large,stable,ubuntu-24.04-v1,0.4892,0.2929,15.644,600.66,0.9633,9,0.7898,99.0,285.35,0,train
11990,ap-northeast,ap-northeast-c10,m6i.2xlarge,beta,ubuntu-24.04-v2,0.5384,0.413,3.921,722.01,0.0064,6,0.6916,1012.6,372.66,0,test
11991,eu-west,eu-west-c19,m6i.large,stable,ubuntu-24.04-v3,0.3972,0.3432,12.815,190.42,0.4447,7,0.7801,1028.9,268.84,0,train
11992,af-south,af-south-c01,t3.large,beta,debian-12-v1,0.4471,0.7501,11.113,373.22,0.2997,19,0.8621,1353.3,331.31,0,train
